current speeds
0.05181004
0.0138676325
0.07751702
0.0
0.024589056
0.0
0.0
0.008789331
0.23042344
0.23386589
0.08901951
0.08669019
0.045965537
0.087189324
0.026123844
0.1919922
0.08498326
0.13280411
0.013061922
0.25807977
0.081210345
0.03349125
0.008789331
0.032872614
0.15015107
0.02844325
0.03349125
0.15015107
0.012066202
0.084941074
0.057618946
0.01795526
0.087277815
0.062135685
0.032872614
0.06094246
0.035654396
0.032872614
0.0
0.05181004
0.0
0.059371796
0.11296757
0.21594897
0.013061922
0.08984956
0.042998143
0.0138676325
0.032872614
0.09302042
0.16261916
0.0
0.032872614
0.0
0.08669019
0.0
0.053070065
0.08667858
0.03601184
0.049734645
0.01147496
0.0
0.123497665
0.15506162
0.054567095
0.31122592
0.020996734
0.008789331
0.20576516
0.021729179
0.0
0.011108737
0.10515047
0.156621
0.08669019
0.21926743
0.032872614
0.0
0.20355922
0.026856288
0.017297076
0.03418073
0.092997424
0.015015107
0.035092838
0.026734214
0.014311847
0.046662953
0.0
0.0
0.0
0.081210345
0.22657089
0.030152287
0.038575396
0.025695063
0.11839558
0.1259804
0.106047146
0.11524624
0.21907967
0.11524624
0.018245067
0.1526569
0.018245067
0.029268507
0.11524624
0.11524624
0.0963192
0.046727575
0.02417066
0.1352468
0.018245067
0.02417066
0.049806207
0.11524624
0.11524624
0.1259804
0.044225354
0.018245067
0.02417066
0.11524624
0.09147199
0.11524624
0.0113528855
0.025695063
0.023316141
0.02417066
0.11279641
0.038575396
0.022217475
0.13488226
0.0963192
0.1259804
0.1259804
0.02417066
0.043459043
0.02417066
0.07727286
0.11609523
0.0113528855
0.14689296
0.11524624
0.11524624
0.049806207
0.0963192
0.1259804
0.04485503
0.0963192
0.1259804
0.05714643
0.0113528855
0.12915975
0.04227447
0.08630635
0.11524624
0.009772787
0.093142495
0.009772787
0.0
0.025695063
0.049806207
0.06308016
0.0
0.018245067
0.1259804
0.1259804
0.11524624
0.049806207
0.0
0.10381211
0.22736597
0.030884732
0.0963192
0.21907967
0.02417066
0.13855404
0.1259804
0.020386364
0.049806207
0.09942711
